Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Success Academy,https://pentagram-production.imgix.net/40d7ccaf-c077-42b6-96ee-f34d0995ba3f/mb_successacademy_01.jpg?auto=compress%2Cformat&fit=min&fm=jpg&q=80&rect=0%2C30%2C1350%2C842&w=880&fit=crop&fm=jpg&q=70&auto=format&h=548,0:00:30,1:00:00,1/1/24 0:00,12/31/30 23:59,yes
